PK,DataCompleta,DiaDaSemana,MesTxt,Ano,AnoMes,MesTxtAno,DiaDaSemanaNum,DiaDoMes,DiaDoAno,MesDoAno,SemanaDoAno
20111222,December 22 2011,Thursday,December,2011,201112,Dec2011,5,22,356,12,52
20111223,December 23 2011,Friday,December,2011,201112,Dec2011,6,23,357,12,52
20111224,December 24 2011,Saturday,December,2011,201112,Dec2011,7,24,358,12,52
20111225,December 25 2011,Sunday,December,2011,201112,Dec2011,1,25,359,12,53
20111226,December 26 2011,Monday,December,2011,201112,Dec2011,2,26,360,12,53
20111227,December 27 2011,Tuesday,December,2011,201112,Dec2011,3,27,361,12,53
20111228,December 28 2011,Wednesday,December,2011,201112,Dec2011,4,28,362,12,53
20111229,December 29 2011,Thursday,December,2011,201112,Dec2011,5,29,363,12,53
20111230,December 30 2011,Friday,December,2011,201112,Dec2011,6,30,364,12,53
20111231,December 31 2011,Saturday,December,2011,201112,Dec2011,7,31,365,12,53
20120101,January 01 2012,Sunday,January,2012,201201,Jan2012,1,1,1,1,1
20120102,January 02 2012,Monday,January,2012,201201,Jan2012,2,2,2,1,1
20120103,January 03 2012,Tuesday,January,2012,201201,Jan2012,3,3,3,1,1
20120104,January 04 2012,Wednesday,January,2012,201201,Jan2012,4,4,4,1,1
20120105,January 05 2012,Thursday,January,2012,201201,Jan2012,5,5,5,1,1
20120106,January 06 2012,Friday,January,2012,201201,Jan2012,6,6,6,1,1
20120107,January 07 2012,Saturday,January,2012,201201,Jan2012,7,7,7,1,1
20120108,January 08 2012,Sunday,January,2012,201201,Jan2012,1,8,8,1,2
20120109,January 09 2012,Monday,January,2012,201201,Jan2012,2,9,9,1,2
20120110,January 10 2012,Tuesday,January,2012,201201,Jan2012,3,10,10,1,2
20120111,January 11 2012,Wednesday,January,2012,201201,Jan2012,4,11,11,1,2
20120112,January 12 2012,Thursday,January,2012,201201,Jan2012,5,12,12,1,2
20120113,January 13 2012,Friday,January,2012,201201,Jan2012,6,13,13,1,2
20120114,January 14 2012,Saturday,January,2012,201201,Jan2012,7,14,14,1,2
20120115,January 15 2012,Sunday,January,2012,201201,Jan2012,1,15,15,1,3
20120116,January 16 2012,Monday,January,2012,201201,Jan2012,2,16,16,1,3
20120117,January 17 2012,Tuesday,January,2012,201201,Jan2012,3,17,17,1,3
20120118,January 18 2012,Wednesday,January,2012,201201,Jan2012,4,18,18,1,3
20120119,January 19 2012,Thursday,January,2012,201201,Jan2012,5,19,19,1,3
20120120,January 20 2012,Friday,January,2012,201201,Jan2012,6,20,20,1,3
20120121,January 21 2012,Saturday,January,2012,201201,Jan2012,7,21,21,1,3
20120122,January 22 2012,Sunday,January,2012,201201,Jan2012,1,22,22,1,4
20120123,January 23 2012,Monday,January,2012,201201,Jan2012,2,23,23,1,4
20120124,January 24 2012,Tuesday,January,2012,201201,Jan2012,3,24,24,1,4
20120125,January 25 2012,Wednesday,January,2012,201201,Jan2012,4,25,25,1,4
20120126,January 26 2012,Thursday,January,2012,201201,Jan2012,5,26,26,1,4
20120127,January 27 2012,Friday,January,2012,201201,Jan2012,6,27,27,1,4
20120128,January 28 2012,Saturday,January,2012,201201,Jan2012,7,28,28,1,4
20120129,January 29 2012,Sunday,January,2012,201201,Jan2012,1,29,29,1,5
20120130,January 30 2012,Monday,January,2012,201201,Jan2012,2,30,30,1,5
20120131,January 31 2012,Tuesday,January,2012,201201,Jan2012,3,31,31,1,5
20120201,February 01 2012,Wednesday,February,2012,201202,Feb2012,4,1,32,2,5
20120202,February 02 2012,Thursday,February,2012,201202,Feb2012,5,2,33,2,5
20120203,February 03 2012,Friday,February,2012,201202,Feb2012,6,3,34,2,5
20120204,February 04 2012,Saturday,February,2012,201202,Feb2012,7,4,35,2,5
20120205,February 05 2012,Sunday,February,2012,201202,Feb2012,1,5,36,2,6
20120206,February 06 2012,Monday,February,2012,201202,Feb2012,2,6,37,2,6
20120207,February 07 2012,Tuesday,February,2012,201202,Feb2012,3,7,38,2,6
20120208,February 08 2012,Wednesday,February,2012,201202,Feb2012,4,8,39,2,6
20120209,February 09 2012,Thursday,February,2012,201202,Feb2012,5,9,40,2,6
20120210,February 10 2012,Friday,February,2012,201202,Feb2012,6,10,41,2,6
20120211,February 11 2012,Saturday,February,2012,201202,Feb2012,7,11,42,2,6
20120212,February 12 2012,Sunday,February,2012,201202,Feb2012,1,12,43,2,7
20120213,February 13 2012,Monday,February,2012,201202,Feb2012,2,13,44,2,7
20120214,February 14 2012,Tuesday,February,2012,201202,Feb2012,3,14,45,2,7
20120215,February 15 2012,Wednesday,February,2012,201202,Feb2012,4,15,46,2,7
20120216,February 16 2012,Thursday,February,2012,201202,Feb2012,5,16,47,2,7
20120217,February 17 2012,Friday,February,2012,201202,Feb2012,6,17,48,2,7
20120218,February 18 2012,Saturday,February,2012,201202,Feb2012,7,18,49,2,7
20120219,February 19 2012,Sunday,February,2012,201202,Feb2012,1,19,50,2,8
20120220,February 20 2012,Monday,February,2012,201202,Feb2012,2,20,51,2,8
20120221,February 21 2012,Tuesday,February,2012,201202,Feb2012,3,21,52,2,8
20120222,February 22 2012,Wednesday,February,2012,201202,Feb2012,4,22,53,2,8
20120223,February 23 2012,Thursday,February,2012,201202,Feb2012,5,23,54,2,8
20120224,February 24 2012,Friday,February,2012,201202,Feb2012,6,24,55,2,8
20120225,February 25 2012,Saturday,February,2012,201202,Feb2012,7,25,56,2,8
20120226,February 26 2012,Sunday,February,2012,201202,Feb2012,1,26,57,2,9
20120227,February 27 2012,Monday,February,2012,201202,Feb2012,2,27,58,2,9
20120228,February 28 2012,Tuesday,February,2012,201202,Feb2012,3,28,59,2,9
20120229,February 29 2012,Wednesday,February,2012,201202,Feb2012,4,29,60,2,9
20120301,March 01 2012,Thursday,March,2012,201203,Mar2012,5,1,61,3,9
20120302,March 02 2012,Friday,March,2012,201203,Mar2012,6,2,62,3,9
20120303,March 03 2012,Saturday,March,2012,201203,Mar2012,7,3,63,3,9
20120304,March 04 2012,Sunday,March,2012,201203,Mar2012,1,4,64,3,10
20120305,March 05 2012,Monday,March,2012,201203,Mar2012,2,5,65,3,10
20120306,March 06 2012,Tuesday,March,2012,201203,Mar2012,3,6,66,3,10
20120307,March 07 2012,Wednesday,March,2012,201203,Mar2012,4,7,67,3,10
20120308,March 08 2012,Thursday,March,2012,201203,Mar2012,5,8,68,3,10
20120309,March 09 2012,Friday,March,2012,201203,Mar2012,6,9,69,3,10
20120310,March 10 2012,Saturday,March,2012,201203,Mar2012,7,10,70,3,10
20120311,March 11 2012,Sunday,March,2012,201203,Mar2012,1,11,71,3,11
20120312,March 12 2012,Monday,March,2012,201203,Mar2012,2,12,72,3,11
20120313,March 13 2012,Tuesday,March,2012,201203,Mar2012,3,13,73,3,11
20120314,March 14 2012,Wednesday,March,2012,201203,Mar2012,4,14,74,3,11
20120315,March 15 2012,Thursday,March,2012,201203,Mar2012,5,15,75,3,11
20120316,March 16 2012,Friday,March,2012,201203,Mar2012,6,16,76,3,11
20120317,March 17 2012,Saturday,March,2012,201203,Mar2012,7,17,77,3,11
20120318,March 18 2012,Sunday,March,2012,201203,Mar2012,1,18,78,3,12
20120319,March 19 2012,Monday,March,2012,201203,Mar2012,2,19,79,3,12
20120320,March 20 2012,Tuesday,March,2012,201203,Mar2012,3,20,80,3,12
20120321,March 21 2012,Wednesday,March,2012,201203,Mar2012,4,21,81,3,12
20120322,March 22 2012,Thursday,March,2012,201203,Mar2012,5,22,82,3,12
20120323,March 23 2012,Friday,March,2012,201203,Mar2012,6,23,83,3,12
20120324,March 24 2012,Saturday,March,2012,201203,Mar2012,7,24,84,3,12
20120325,March 25 2012,Sunday,March,2012,201203,Mar2012,1,25,85,3,13
20120326,March 26 2012,Monday,March,2012,201203,Mar2012,2,26,86,3,13
20120327,March 27 2012,Tuesday,March,2012,201203,Mar2012,3,27,87,3,13
20120328,March 28 2012,Wednesday,March,2012,201203,Mar2012,4,28,88,3,13
20120329,March 29 2012,Thursday,March,2012,201203,Mar2012,5,29,89,3,13
20120330,March 30 2012,Friday,March,2012,201203,Mar2012,6,30,90,3,13
20120331,March 31 2012,Saturday,March,2012,201203,Mar2012,7,31,91,3,13
20120401,April 01 2012,Sunday,April,2012,201204,Apr2012,1,1,92,4,14
20120402,April 02 2012,Monday,April,2012,201204,Apr2012,2,2,93,4,14
20120403,April 03 2012,Tuesday,April,2012,201204,Apr2012,3,3,94,4,14
20120404,April 04 2012,Wednesday,April,2012,201204,Apr2012,4,4,95,4,14
20120405,April 05 2012,Thursday,April,2012,201204,Apr2012,5,5,96,4,14
20120406,April 06 2012,Friday,April,2012,201204,Apr2012,6,6,97,4,14
20120407,April 07 2012,Saturday,April,2012,201204,Apr2012,7,7,98,4,14
20120408,April 08 2012,Sunday,April,2012,201204,Apr2012,1,8,99,4,15
20120409,April 09 2012,Monday,April,2012,201204,Apr2012,2,9,100,4,15
20120410,April 10 2012,Tuesday,April,2012,201204,Apr2012,3,10,101,4,15
20120411,April 11 2012,Wednesday,April,2012,201204,Apr2012,4,11,102,4,15
20120412,April 12 2012,Thursday,April,2012,201204,Apr2012,5,12,103,4,15
20120413,April 13 2012,Friday,April,2012,201204,Apr2012,6,13,104,4,15
20120414,April 14 2012,Saturday,April,2012,201204,Apr2012,7,14,105,4,15
20120415,April 15 2012,Sunday,April,2012,201204,Apr2012,1,15,106,4,16
20120416,April 16 2012,Monday,April,2012,201204,Apr2012,2,16,107,4,16
20120417,April 17 2012,Tuesday,April,2012,201204,Apr2012,3,17,108,4,16
20120418,April 18 2012,Wednesday,April,2012,201204,Apr2012,4,18,109,4,16
20120419,April 19 2012,Thursday,April,2012,201204,Apr2012,5,19,110,4,16
20120420,April 20 2012,Friday,April,2012,201204,Apr2012,6,20,111,4,16
20120421,April 21 2012,Saturday,April,2012,201204,Apr2012,7,21,112,4,16
20120422,April 22 2012,Sunday,April,2012,201204,Apr2012,1,22,113,4,17
20120423,April 23 2012,Monday,April,2012,201204,Apr2012,2,23,114,4,17
20120424,April 24 2012,Tuesday,April,2012,201204,Apr2012,3,24,115,4,17
20120425,April 25 2012,Wednesday,April,2012,201204,Apr2012,4,25,116,4,17
20120426,April 26 2012,Thursday,April,2012,201204,Apr2012,5,26,117,4,17
20120427,April 27 2012,Friday,April,2012,201204,Apr2012,6,27,118,4,17
20120428,April 28 2012,Saturday,April,2012,201204,Apr2012,7,28,119,4,17
20120429,April 29 2012,Sunday,April,2012,201204,Apr2012,1,29,120,4,18
20120430,April 30 2012,Monday,April,2012,201204,Apr2012,2,30,121,4,18
20120501,May 01 2012,Tuesday,May,2012,201205,May2012,3,1,122,5,18
20120502,May 02 2012,Wednesday,May,2012,201205,May2012,4,2,123,5,18
20120503,May 03 2012,Thursday,May,2012,201205,May2012,5,3,124,5,18
20120504,May 04 2012,Friday,May,2012,201205,May2012,6,4,125,5,18
20120505,May 05 2012,Saturday,May,2012,201205,May2012,7,5,126,5,18
20120506,May 06 2012,Sunday,May,2012,201205,May2012,1,6,127,5,19
20120507,May 07 2012,Monday,May,2012,201205,May2012,2,7,128,5,19
20120508,May 08 2012,Tuesday,May,2012,201205,May2012,3,8,129,5,19
20120509,May 09 2012,Wednesday,May,2012,201205,May2012,4,9,130,5,19
20120510,May 10 2012,Thursday,May,2012,201205,May2012,5,10,131,5,19
20120511,May 11 2012,Friday,May,2012,201205,May2012,6,11,132,5,19
20120512,May 12 2012,Saturday,May,2012,201205,May2012,7,12,133,5,19
20120513,May 13 2012,Sunday,May,2012,201205,May2012,1,13,134,5,20
20120514,May 14 2012,Monday,May,2012,201205,May2012,2,14,135,5,20
20120515,May 15 2012,Tuesday,May,2012,201205,May2012,3,15,136,5,20
20120516,May 16 2012,Wednesday,May,2012,201205,May2012,4,16,137,5,20
20120517,May 17 2012,Thursday,May,2012,201205,May2012,5,17,138,5,20
20120518,May 18 2012,Friday,May,2012,201205,May2012,6,18,139,5,20
20120519,May 19 2012,Saturday,May,2012,201205,May2012,7,19,140,5,20
20120520,May 20 2012,Sunday,May,2012,201205,May2012,1,20,141,5,21
20120521,May 21 2012,Monday,May,2012,201205,May2012,2,21,142,5,21
20120522,May 22 2012,Tuesday,May,2012,201205,May2012,3,22,143,5,21
20120523,May 23 2012,Wednesday,May,2012,201205,May2012,4,23,144,5,21
20120524,May 24 2012,Thursday,May,2012,201205,May2012,5,24,145,5,21
20120525,May 25 2012,Friday,May,2012,201205,May2012,6,25,146,5,21
20120526,May 26 2012,Saturday,May,2012,201205,May2012,7,26,147,5,21
20120527,May 27 2012,Sunday,May,2012,201205,May2012,1,27,148,5,22
20120528,May 28 2012,Monday,May,2012,201205,May2012,2,28,149,5,22
20120529,May 29 2012,Tuesday,May,2012,201205,May2012,3,29,150,5,22
20120530,May 30 2012,Wednesday,May,2012,201205,May2012,4,30,151,5,22
20120531,May 31 2012,Thursday,May,2012,201205,May2012,5,31,152,5,22
20120601,June 01 2012,Friday,June,2012,201206,Jun2012,6,1,153,6,22
20120602,June 02 2012,Saturday,June,2012,201206,Jun2012,7,2,154,6,22
20120603,June 03 2012,Sunday,June,2012,201206,Jun2012,1,3,155,6,23
20120604,June 04 2012,Monday,June,2012,201206,Jun2012,2,4,156,6,23
20120605,June 05 2012,Tuesday,June,2012,201206,Jun2012,3,5,157,6,23
20120606,June 06 2012,Wednesday,June,2012,201206,Jun2012,4,6,158,6,23
20120607,June 07 2012,Thursday,June,2012,201206,Jun2012,5,7,159,6,23
20120608,June 08 2012,Friday,June,2012,201206,Jun2012,6,8,160,6,23
20120609,June 09 2012,Saturday,June,2012,201206,Jun2012,7,9,161,6,23
20120610,June 10 2012,Sunday,June,2012,201206,Jun2012,1,10,162,6,24
20120611,June 11 2012,Monday,June,2012,201206,Jun2012,2,11,163,6,24
20120612,June 12 2012,Tuesday,June,2012,201206,Jun2012,3,12,164,6,24
20120613,June 13 2012,Wednesday,June,2012,201206,Jun2012,4,13,165,6,24
20120614,June 14 2012,Thursday,June,2012,201206,Jun2012,5,14,166,6,24
20120615,June 15 2012,Friday,June,2012,201206,Jun2012,6,15,167,6,24
20120616,June 16 2012,Saturday,June,2012,201206,Jun2012,7,16,168,6,24
20120617,June 17 2012,Sunday,June,2012,201206,Jun2012,1,17,169,6,25
20120618,June 18 2012,Monday,June,2012,201206,Jun2012,2,18,170,6,25
20120619,June 19 2012,Tuesday,June,2012,201206,Jun2012,3,19,171,6,25
20120620,June 20 2012,Wednesday,June,2012,201206,Jun2012,4,20,172,6,25
20120621,June 21 2012,Thursday,June,2012,201206,Jun2012,5,21,173,6,25
20120622,June 22 2012,Friday,June,2012,201206,Jun2012,6,22,174,6,25
20120623,June 23 2012,Saturday,June,2012,201206,Jun2012,7,23,175,6,25
20120624,June 24 2012,Sunday,June,2012,201206,Jun2012,1,24,176,6,26
20120625,June 25 2012,Monday,June,2012,201206,Jun2012,2,25,177,6,26
20120626,June 26 2012,Tuesday,June,2012,201206,Jun2012,3,26,178,6,26
20120627,June 27 2012,Wednesday,June,2012,201206,Jun2012,4,27,179,6,26
20120628,June 28 2012,Thursday,June,2012,201206,Jun2012,5,28,180,6,26
20120629,June 29 2012,Friday,June,2012,201206,Jun2012,6,29,181,6,26
20120630,June 30 2012,Saturday,June,2012,201206,Jun2012,7,30,182,6,26
20120701,July 01 2012,Sunday,July,2012,201207,Jul2012,1,1,183,7,27
20120702,July 02 2012,Monday,July,2012,201207,Jul2012,2,2,184,7,27
20120703,July 03 2012,Tuesday,July,2012,201207,Jul2012,3,3,185,7,27
20120704,July 04 2012,Wednesday,July,2012,201207,Jul2012,4,4,186,7,27
20120705,July 05 2012,Thursday,July,2012,201207,Jul2012,5,5,187,7,27
20120706,July 06 2012,Friday,July,2012,201207,Jul2012,6,6,188,7,27
20120707,July 07 2012,Saturday,July,2012,201207,Jul2012,7,7,189,7,27
20120708,July 08 2012,Sunday,July,2012,201207,Jul2012,1,8,190,7,28
20120709,July 09 2012,Monday,July,2012,201207,Jul2012,2,9,191,7,28
20120710,July 10 2012,Tuesday,July,2012,201207,Jul2012,3,10,192,7,28
20120711,July 11 2012,Wednesday,July,2012,201207,Jul2012,4,11,193,7,28
20120712,July 12 2012,Thursday,July,2012,201207,Jul2012,5,12,194,7,28
20120713,July 13 2012,Friday,July,2012,201207,Jul2012,6,13,195,7,28
20120714,July 14 2012,Saturday,July,2012,201207,Jul2012,7,14,196,7,28
20120715,July 15 2012,Sunday,July,2012,201207,Jul2012,1,15,197,7,29
20120716,July 16 2012,Monday,July,2012,201207,Jul2012,2,16,198,7,29
20120717,July 17 2012,Tuesday,July,2012,201207,Jul2012,3,17,199,7,29
20120718,July 18 2012,Wednesday,July,2012,201207,Jul2012,4,18,200,7,29
20120719,July 19 2012,Thursday,July,2012,201207,Jul2012,5,19,201,7,29
20120720,July 20 2012,Friday,July,2012,201207,Jul2012,6,20,202,7,29
20120721,July 21 2012,Saturday,July,2012,201207,Jul2012,7,21,203,7,29
20120722,July 22 2012,Sunday,July,2012,201207,Jul2012,1,22,204,7,30
20120723,July 23 2012,Monday,July,2012,201207,Jul2012,2,23,205,7,30
20120724,July 24 2012,Tuesday,July,2012,201207,Jul2012,3,24,206,7,30
20120725,July 25 2012,Wednesday,July,2012,201207,Jul2012,4,25,207,7,30
20120726,July 26 2012,Thursday,July,2012,201207,Jul2012,5,26,208,7,30
20120727,July 27 2012,Friday,July,2012,201207,Jul2012,6,27,209,7,30
20120728,July 28 2012,Saturday,July,2012,201207,Jul2012,7,28,210,7,30
20120729,July 29 2012,Sunday,July,2012,201207,Jul2012,1,29,211,7,31
20120730,July 30 2012,Monday,July,2012,201207,Jul2012,2,30,212,7,31
20120731,July 31 2012,Tuesday,July,2012,201207,Jul2012,3,31,213,7,31
20120801,August 01 2012,Wednesday,August,2012,201208,Aug2012,4,1,214,8,31
20120802,August 02 2012,Thursday,August,2012,201208,Aug2012,5,2,215,8,31
20120803,August 03 2012,Friday,August,2012,201208,Aug2012,6,3,216,8,31
20120804,August 04 2012,Saturday,August,2012,201208,Aug2012,7,4,217,8,31
20120805,August 05 2012,Sunday,August,2012,201208,Aug2012,1,5,218,8,32
20120806,August 06 2012,Monday,August,2012,201208,Aug2012,2,6,219,8,32
20120807,August 07 2012,Tuesday,August,2012,201208,Aug2012,3,7,220,8,32
20120808,August 08 2012,Wednesday,August,2012,201208,Aug2012,4,8,221,8,32
20120809,August 09 2012,Thursday,August,2012,201208,Aug2012,5,9,222,8,32
20120810,August 10 2012,Friday,August,2012,201208,Aug2012,6,10,223,8,32
20120811,August 11 2012,Saturday,August,2012,201208,Aug2012,7,11,224,8,32
20120812,August 12 2012,Sunday,August,2012,201208,Aug2012,1,12,225,8,33
20120813,August 13 2012,Monday,August,2012,201208,Aug2012,2,13,226,8,33
20120814,August 14 2012,Tuesday,August,2012,201208,Aug2012,3,14,227,8,33
20120815,August 15 2012,Wednesday,August,2012,201208,Aug2012,4,15,228,8,33
20120816,August 16 2012,Thursday,August,2012,201208,Aug2012,5,16,229,8,33
20120817,August 17 2012,Friday,August,2012,201208,Aug2012,6,17,230,8,33
20120818,August 18 2012,Saturday,August,2012,201208,Aug2012,7,18,231,8,33
20120819,August 19 2012,Sunday,August,2012,201208,Aug2012,1,19,232,8,34
20120820,August 20 2012,Monday,August,2012,201208,Aug2012,2,20,233,8,34
20120821,August 21 2012,Tuesday,August,2012,201208,Aug2012,3,21,234,8,34
20120822,August 22 2012,Wednesday,August,2012,201208,Aug2012,4,22,235,8,34
20120823,August 23 2012,Thursday,August,2012,201208,Aug2012,5,23,236,8,34
20120824,August 24 2012,Friday,August,2012,201208,Aug2012,6,24,237,8,34
20120825,August 25 2012,Saturday,August,2012,201208,Aug2012,7,25,238,8,34
20120826,August 26 2012,Sunday,August,2012,201208,Aug2012,1,26,239,8,35
20120827,August 27 2012,Monday,August,2012,201208,Aug2012,2,27,240,8,35
20120828,August 28 2012,Tuesday,August,2012,201208,Aug2012,3,28,241,8,35
20120829,August 29 2012,Wednesday,August,2012,201208,Aug2012,4,29,242,8,35
20120830,August 30 2012,Thursday,August,2012,201208,Aug2012,5,30,243,8,35
20120831,August 31 2012,Friday,August,2012,201208,Aug2012,6,31,244,8,35
20120901,September 01 2012,Saturday,September,2012,201209,Sep2012,7,1,245,9,35
20120902,September 02 2012,Sunday,September,2012,201209,Sep2012,1,2,246,9,36
20120903,September 03 2012,Monday,September,2012,201209,Sep2012,2,3,247,9,36
20120904,September 04 2012,Tuesday,September,2012,201209,Sep2012,3,4,248,9,36
20120905,September 05 2012,Wednesday,September,2012,201209,Sep2012,4,5,249,9,36
20120906,September 06 2012,Thursday,September,2012,201209,Sep2012,5,6,250,9,36
20120907,September 07 2012,Friday,September,2012,201209,Sep2012,6,7,251,9,36
20120908,September 08 2012,Saturday,September,2012,201209,Sep2012,7,8,252,9,36
20120909,September 09 2012,Sunday,September,2012,201209,Sep2012,1,9,253,9,37
20120910,September 10 2012,Monday,September,2012,201209,Sep2012,2,10,254,9,37
20120911,September 11 2012,Tuesday,September,2012,201209,Sep2012,3,11,255,9,37
20120912,September 12 2012,Wednesday,September,2012,201209,Sep2012,4,12,256,9,37
20120913,September 13 2012,Thursday,September,2012,201209,Sep2012,5,13,257,9,37
20120914,September 14 2012,Friday,September,2012,201209,Sep2012,6,14,258,9,37
20120915,September 15 2012,Saturday,September,2012,201209,Sep2012,7,15,259,9,37
20120916,September 16 2012,Sunday,September,2012,201209,Sep2012,1,16,260,9,38
20120917,September 17 2012,Monday,September,2012,201209,Sep2012,2,17,261,9,38
20120918,September 18 2012,Tuesday,September,2012,201209,Sep2012,3,18,262,9,38
20120919,September 19 2012,Wednesday,September,2012,201209,Sep2012,4,19,263,9,38
20120920,September 20 2012,Thursday,September,2012,201209,Sep2012,5,20,264,9,38
20120921,September 21 2012,Friday,September,2012,201209,Sep2012,6,21,265,9,38
20120922,September 22 2012,Saturday,September,2012,201209,Sep2012,7,22,266,9,38
20120923,September 23 2012,Sunday,September,2012,201209,Sep2012,1,23,267,9,39
20120924,September 24 2012,Monday,September,2012,201209,Sep2012,2,24,268,9,39
20120925,September 25 2012,Tuesday,September,2012,201209,Sep2012,3,25,269,9,39
20120926,September 26 2012,Wednesday,September,2012,201209,Sep2012,4,26,270,9,39
20120927,September 27 2012,Thursday,September,2012,201209,Sep2012,5,27,271,9,39
20120928,September 28 2012,Friday,September,2012,201209,Sep2012,6,28,272,9,39
20120929,September 29 2012,Saturday,September,2012,201209,Sep2012,7,29,273,9,39
20120930,September 30 2012,Sunday,September,2012,201209,Sep2012,1,30,274,9,40
20121001,October 01 2012,Monday,October,2012,201210,Oct2012,2,1,275,10,40
20121002,October 02 2012,Tuesday,October,2012,201210,Oct2012,3,2,276,10,40
20121003,October 03 2012,Wednesday,October,2012,201210,Oct2012,4,3,277,10,40
20121004,October 04 2012,Thursday,October,2012,201210,Oct2012,5,4,278,10,40
20121005,October 05 2012,Friday,October,2012,201210,Oct2012,6,5,279,10,40
20121006,October 06 2012,Saturday,October,2012,201210,Oct2012,7,6,280,10,40
20121007,October 07 2012,Sunday,October,2012,201210,Oct2012,1,7,281,10,41
20121008,October 08 2012,Monday,October,2012,201210,Oct2012,2,8,282,10,41
20121009,October 09 2012,Tuesday,October,2012,201210,Oct2012,3,9,283,10,41
20121010,October 10 2012,Wednesday,October,2012,201210,Oct2012,4,10,284,10,41
20121011,October 11 2012,Thursday,October,2012,201210,Oct2012,5,11,285,10,41
20121012,October 12 2012,Friday,October,2012,201210,Oct2012,6,12,286,10,41
20121013,October 13 2012,Saturday,October,2012,201210,Oct2012,7,13,287,10,41
20121014,October 14 2012,Sunday,October,2012,201210,Oct2012,1,14,288,10,42
20121015,October 15 2012,Monday,October,2012,201210,Oct2012,2,15,289,10,42
20121016,October 16 2012,Tuesday,October,2012,201210,Oct2012,3,16,290,10,42
20121017,October 17 2012,Wednesday,October,2012,201210,Oct2012,4,17,291,10,42
20121018,October 18 2012,Thursday,October,2012,201210,Oct2012,5,18,292,10,42
20121019,October 19 2012,Friday,October,2012,201210,Oct2012,6,19,293,10,42
20121020,October 20 2012,Saturday,October,2012,201210,Oct2012,7,20,294,10,42
20121021,October 21 2012,Sunday,October,2012,201210,Oct2012,1,21,295,10,43
20121022,October 22 2012,Monday,October,2012,201210,Oct2012,2,22,296,10,43
20121023,October 23 2012,Tuesday,October,2012,201210,Oct2012,3,23,297,10,43
20121024,October 24 2012,Wednesday,October,2012,201210,Oct2012,4,24,298,10,43
20121025,October 25 2012,Thursday,October,2012,201210,Oct2012,5,25,299,10,43
20121026,October 26 2012,Friday,October,2012,201210,Oct2012,6,26,300,10,43
20121027,October 27 2012,Saturday,October,2012,201210,Oct2012,7,27,301,10,43
20121028,October 28 2012,Sunday,October,2012,201210,Oct2012,1,28,302,10,44
20121029,October 29 2012,Monday,October,2012,201210,Oct2012,2,29,303,10,44
20121030,October 30 2012,Tuesday,October,2012,201210,Oct2012,3,30,304,10,44
20121031,October 31 2012,Wednesday,October,2012,201210,Oct2012,4,31,305,10,44
20121101,November 01 2012,Thursday,November,2012,201211,Nov2012,5,1,306,11,44
20121102,November 02 2012,Friday,November,2012,201211,Nov2012,6,2,307,11,44
20121103,November 03 2012,Saturday,November,2012,201211,Nov2012,7,3,308,11,44
20121104,November 04 2012,Sunday,November,2012,201211,Nov2012,1,4,309,11,45
20121105,November 05 2012,Monday,November,2012,201211,Nov2012,2,5,310,11,45
20121106,November 06 2012,Tuesday,November,2012,201211,Nov2012,3,6,311,11,45
20121107,November 07 2012,Wednesday,November,2012,201211,Nov2012,4,7,312,11,45
20121108,November 08 2012,Thursday,November,2012,201211,Nov2012,5,8,313,11,45
20121109,November 09 2012,Friday,November,2012,201211,Nov2012,6,9,314,11,45
20121110,November 10 2012,Saturday,November,2012,201211,Nov2012,7,10,315,11,45
20121111,November 11 2012,Sunday,November,2012,201211,Nov2012,1,11,316,11,46
20121112,November 12 2012,Monday,November,2012,201211,Nov2012,2,12,317,11,46
20121113,November 13 2012,Tuesday,November,2012,201211,Nov2012,3,13,318,11,46
20121114,November 14 2012,Wednesday,November,2012,201211,Nov2012,4,14,319,11,46
20121115,November 15 2012,Thursday,November,2012,201211,Nov2012,5,15,320,11,46
20121116,November 16 2012,Friday,November,2012,201211,Nov2012,6,16,321,11,46
20121117,November 17 2012,Saturday,November,2012,201211,Nov2012,7,17,322,11,46
20121118,November 18 2012,Sunday,November,2012,201211,Nov2012,1,18,323,11,47
20121119,November 19 2012,Monday,November,2012,201211,Nov2012,2,19,324,11,47
20121120,November 20 2012,Tuesday,November,2012,201211,Nov2012,3,20,325,11,47
20121121,November 21 2012,Wednesday,November,2012,201211,Nov2012,4,21,326,11,47
20121122,November 22 2012,Thursday,November,2012,201211,Nov2012,5,22,327,11,47
20121123,November 23 2012,Friday,November,2012,201211,Nov2012,6,23,328,11,47
20121124,November 24 2012,Saturday,November,2012,201211,Nov2012,7,24,329,11,47
20121125,November 25 2012,Sunday,November,2012,201211,Nov2012,1,25,330,11,48
20121126,November 26 2012,Monday,November,2012,201211,Nov2012,2,26,331,11,48
20121127,November 27 2012,Tuesday,November,2012,201211,Nov2012,3,27,332,11,48
20121128,November 28 2012,Wednesday,November,2012,201211,Nov2012,4,28,333,11,48
20121129,November 29 2012,Thursday,November,2012,201211,Nov2012,5,29,334,11,48
20121130,November 30 2012,Friday,November,2012,201211,Nov2012,6,30,335,11,48
20121201,December 01 2012,Saturday,December,2012,201212,Dec2012,7,1,336,12,48
20121202,December 02 2012,Sunday,December,2012,201212,Dec2012,1,2,337,12,49
20121203,December 03 2012,Monday,December,2012,201212,Dec2012,2,3,338,12,49
20121204,December 04 2012,Tuesday,December,2012,201212,Dec2012,3,4,339,12,49
